==============================================================================
==============================================================================
Thu. Mar. 8 2018                  LANDSAT 3                       Time: 23:18
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101803081133_00026                          Path / Row - 36 / 32
Reference Image: L31XXX1178183000101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 75.0%
Rank   2 -- 25.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0360322048   40.39845   -105.49516     0.21     -0.16     0.26     1 
0360322049   40.39861   -105.45557     0.39     -0.02     0.39     1 
0360322050   40.39876   -105.41597     0.47     -0.01     0.47     1 
0360322051   40.39889   -105.37638     0.38      0.12     0.40     1 
0360322052   40.39901   -105.33679     0.51     -0.23     0.56     2 
0360322053   40.39912   -105.29719     0.48     -0.41     0.63     2 
0360322054   40.39922   -105.25760     0.55     -0.11     0.56     2 
0360322058   40.39946   -105.09922     0.30     -0.12     0.32     1 
0360322110   40.36861   -106.00943     0.15     -0.38     0.41     1 
0360322111   40.36895   -105.96986    -0.14     -0.26     0.30     1 
0360322112   40.36928   -105.93028     0.33     -0.08     0.34     1 
0360322114   40.36989   -105.85114     0.22     -0.12     0.25     1 
0360322120   40.37139   -105.61369     0.43     -0.22     0.48     1 
0360322121   40.37159   -105.57412    -0.03     -0.13     0.13     1 
0360322122   40.37178   -105.53454    -0.03     -0.14     0.14     1 
0360322123   40.37196   -105.49496     0.20     -0.40     0.45     1 
0360322124   40.37212   -105.45539     0.61     -0.17     0.63     2 
0360322125   40.37227   -105.41581     0.66     -0.14     0.67     2 
0360322126   40.37241   -105.37623     0.47      0.02     0.47     1 
0360322127   40.37253   -105.33665     0.21     -0.11     0.23     1 
0360322128   40.37264   -105.29708     0.10     -0.21     0.23     1 
0360322129   40.37273   -105.25750     0.50      0.02     0.50     1 
0360322130   40.37281   -105.21792     0.71      0.07     0.72     2 
0360322184   40.34178   -106.04859     0.40     -0.16     0.43     1 
0360322185   40.34213   -106.00903    -0.19     -0.24     0.31     1 
0360322187   40.34279   -105.92992    -0.21      0.19     0.29     1 
0360322188   40.34311   -105.89037     0.39     -0.38     0.54     2 
0360322189   40.34340   -105.85081     0.12     -0.12     0.16     1 
0360322190   40.34369   -105.81125     0.13     -0.53     0.54     2 
0360322195   40.34490   -105.61345     0.50     -0.05     0.50     2 
0360322196   40.34511   -105.57389    -0.14     -0.11     0.17     1 
0360322197   40.34530   -105.53433    -0.02     -0.12     0.12     1 
0360322198   40.34547   -105.49477     0.40     -0.35     0.54     2 
0360322199   40.34564   -105.45521     0.66     -0.28     0.71     2 
0360322200   40.34578   -105.41565     0.51     -0.17     0.54     2 
0360322201   40.34592   -105.37609     0.31     -0.01     0.31     1 
0360322202   40.34604   -105.33652     0.09     -0.08     0.12     1 
0360322203   40.34615   -105.29696     0.42     -0.16     0.45     1 
0360322204   40.34625   -105.25740     0.70      0.17     0.73     2 
0360322207   40.34645   -105.13871     0.05     -0.31     0.32     1 
0360322208   40.34649   -105.09914    -0.01      0.07     0.07     1 
0360322228   40.34446   -104.30790     0.77     -0.03     0.77     2 
0360322258   40.31493   -106.08772     0.67     -0.06     0.67     2 
0360322259   40.31530   -106.04818     0.43     -0.27     0.51     2 
0360322260   40.31565   -106.00864    -0.07     -0.05     0.09     1 
0360322261   40.31598   -105.96910    -0.63     -0.18     0.65     2 
0360322264   40.31692   -105.85048    -0.13     -0.28     0.31     1 
0360322265   40.31720   -105.81093    -0.12     -0.63     0.64     2 
0360322269   40.31820   -105.65276     0.72      0.22     0.75     2 
0360322270   40.31842   -105.61321     0.41     -0.02     0.41     1 
0360322271   40.31862   -105.57367    -0.44     -0.02     0.44     1 
0360322272   40.31881   -105.53412     0.10      0.01     0.10     1 
0360322273   40.31899   -105.49458     0.43     -0.26     0.50     2 
0360322274   40.31915   -105.45503     0.61     -0.35     0.70     2 
0360322275   40.31930   -105.41549     0.71     -0.17     0.73     2 
0360322276   40.31943   -105.37594     0.43     -0.25     0.50     1 
0360322277   40.31956   -105.33639     0.08     -0.20     0.21     1 
0360322278   40.31966   -105.29684     0.39     -0.08     0.40     1 
0360322279   40.31976   -105.25730     0.69     -0.09     0.70     2 
0360322281   40.31991   -105.17820    -0.30      0.18     0.35     1 
0360322282   40.31996   -105.13865     0.02     -0.27     0.27     1 
0360322283   40.32000   -105.09911    -0.04      0.05     0.06     1 
0360322284   40.32003   -105.05956    -0.08     -0.38     0.39     1 
0360322285   40.32004   -105.02001     0.01     -0.33     0.33     1 
0360322333   40.28845   -106.08729     0.37     -0.17     0.41     1 
0360322335   40.28916   -106.00824    -0.77     -0.01     0.77     2 
0360322336   40.28950   -105.96872    -0.35     -0.26     0.43     1 
0360322337   40.28983   -105.92919    -0.30     -0.09     0.31     1 
0360322339   40.29043   -105.85014    -0.41     -0.44     0.60     2 
0360322340   40.29072   -105.81062    -0.27     -0.08     0.28     1 
0360322341   40.29099   -105.77109    -0.42      0.16     0.45     1 
0360322346   40.29214   -105.57345    -0.51      0.30     0.59     2 
0360322347   40.29232   -105.53391     0.12     -0.12     0.17     1 
0360322350   40.29281   -105.41532     0.32      0.04     0.32     1 
0360322351   40.29295   -105.37579     0.23      0.00     0.23     1 
0360322352   40.29307   -105.33626     0.07     -0.01     0.07     1 
0360322353   40.29318   -105.29673     0.22     -0.03     0.22     1 
0360322354   40.29327   -105.25720     0.73      0.10     0.74     2 
0360322355   40.29335   -105.21766     0.46      0.42     0.62     2 
0360322408   40.26197   -106.08687     0.47     -0.43     0.64     2 
0360322409   40.26233   -106.04736    -0.16     -0.44     0.47     1 
0360322411   40.26302   -105.96834    -0.34     -0.31     0.46     1 
0360322412   40.26334   -105.92883    -0.09     -0.13     0.16     1 
0360322414   40.26395   -105.84981    -0.38     -0.42     0.57     2 
0360322415   40.26423   -105.81030    -0.22     -0.05     0.22     1 
0360322416   40.26450   -105.77079     0.40      0.08     0.41     1 
0360322422   40.26584   -105.53371     0.46     -0.30     0.55     2 
0360322425   40.26633   -105.41516     0.20      0.33     0.39     1 
0360322426   40.26646   -105.37565     0.23     -0.05     0.24     1 
0360322427   40.26658   -105.33613     0.26     -0.15     0.31     1 
0360322428   40.26669   -105.29661     0.26      0.05     0.27     1 
0360322429   40.26678   -105.25710     0.38     -0.03     0.39     1 
0360322430   40.26687   -105.21758     0.48      0.30     0.56     2 
0360322432   40.26699   -105.13854     0.06     -0.31     0.32     1 
0360322483   40.23548   -106.08644     0.43     -0.30     0.52     2 
0360322484   40.23585   -106.04695    -0.24     -0.44     0.50     2 
0360322485   40.23620   -106.00746    -0.42     -0.24     0.48     1 
0360322486   40.23653   -105.96796    -0.09     -0.17     0.19     1 
0360322487   40.23686   -105.92847     0.10     -0.17     0.20     1 
0360322488   40.23717   -105.88898     0.09     -0.23     0.24     1 
0360322489   40.23746   -105.84948    -0.37     -0.54     0.65     2 
0360322490   40.23775   -105.80998    -0.24     -0.19     0.31     1 
0360322495   40.23896   -105.61250     0.11      0.30     0.32     1 
0360322497   40.23935   -105.53350     0.55     -0.32     0.63     2 
0360322498   40.23953   -105.49400     0.64     -0.13     0.65     2 
0360322499   40.23969   -105.45450     0.47      0.00     0.47     1 
0360322500   40.23984   -105.41500     0.17      0.08     0.19     1 
0360322501   40.23997   -105.37550    -0.21      0.10     0.23     1 
0360322502   40.24009   -105.33600     0.05     -0.16     0.17     1 
0360322503   40.24020   -105.29650     0.36      0.15     0.39     1 
0360322504   40.24030   -105.25700     0.55      0.42     0.69     2 
0360322507   40.24050   -105.13849    -0.26     -0.17     0.31     1 
0360322557   40.20862   -106.12550     0.12      0.06     0.14     1 
0360322558   40.20900   -106.08602    -0.01     -0.23     0.23     1 
0360322559   40.20936   -106.04654    -0.35     -0.41     0.54     2 
0360322560   40.20971   -106.00706    -0.36     -0.33     0.49     1 
0360322561   40.21005   -105.96759     0.02     -0.16     0.16     1 
0360322562   40.21037   -105.92811     0.46     -0.04     0.46     1 
0360322563   40.21068   -105.88863     0.30     -0.24     0.38     1 
0360322564   40.21098   -105.84915    -0.12     -0.46     0.48     1 
0360322565   40.21126   -105.80967     0.10     -0.28     0.30     1 
0360322571   40.21268   -105.57278    -0.11     -0.14     0.18     1 
0360322572   40.21287   -105.53329     0.35     -0.29     0.46     1 
0360322573   40.21304   -105.49381     0.32     -0.16     0.36     1 
0360322574   40.21320   -105.45432     0.32      0.00     0.32     1 
0360322575   40.21335   -105.41484     0.08      0.14     0.17     1 
0360322576   40.21348   -105.37535    -0.36     -0.06     0.37     1 
0360322577   40.21361   -105.33587     0.10     -0.12     0.15     1 
0360322578   40.21372   -105.29638     0.39      0.22     0.45     1 
0360322582   40.21401   -105.13844    -0.26     -0.25     0.36     1 
0360322632   40.18214   -106.12506     0.10     -0.08     0.13     1 
0360322633   40.18252   -106.08560    -0.17     -0.16     0.23     1 
0360322634   40.18288   -106.04614    -0.37     -0.23     0.43     1 
0360322635   40.18323   -106.00667     0.08     -0.26     0.27     1 
0360322636   40.18357   -105.96721     0.44     -0.17     0.47     1 
0360322637   40.18389   -105.92775     0.32      0.07     0.33     1 
0360322638   40.18420   -105.88828     0.30      0.07     0.31     1 
0360322639   40.18449   -105.84882     0.18     -0.54     0.57     2 
0360322640   40.18478   -105.80935     0.06     -0.15     0.16     1 
0360322641   40.18505   -105.76989    -0.19      0.14     0.23     1 
0360322647   40.18638   -105.53308     0.34     -0.19     0.39     1 
0360322648   40.18655   -105.49362     0.29     -0.06     0.29     1 
0360322649   40.18671   -105.45414     0.25     -0.04     0.25     1 
0360322650   40.18686   -105.41468     0.13     -0.13     0.18     1 
0360322651   40.18700   -105.37521    -0.01     -0.18     0.18     1 
0360322652   40.18712   -105.33574     0.31     -0.15     0.34     1 
0360322653   40.18723   -105.29627     0.26      0.11     0.28     1 
0360322655   40.18740   -105.21733    -0.13     -0.05     0.14     1 
0360322660   40.18760   -105.01997    -0.64      0.41     0.76     2 
0360322707   40.15566   -106.12462     0.13     -0.02     0.14     1 
0360322708   40.15603   -106.08518    -0.34     -0.14     0.37     1 
0360322709   40.15640   -106.04573    -0.69     -0.16     0.70     2 
0360322710   40.15675   -106.00628    -0.17     -0.02     0.17     1 
0360322711   40.15708   -105.96684    -0.16     -0.15     0.23     1 
0360322712   40.15740   -105.92739     0.14     -0.31     0.34     1 
0360322713   40.15771   -105.88794    -0.36     -0.00     0.36     1 
0360322714   40.15801   -105.84849    -0.27     -0.38     0.47     1 
0360322715   40.15829   -105.80904    -0.13      0.04     0.14     1 
0360322721   40.15970   -105.57233    -0.12      0.08     0.15     1 
0360322722   40.15989   -105.53288     0.46     -0.05     0.46     1 
0360322724   40.16023   -105.45397    -0.07      0.01     0.07     1 
0360322725   40.16038   -105.41451    -0.04     -0.28     0.28     1 
0360322726   40.16051   -105.37506     0.09     -0.23     0.25     1 
0360322727   40.16063   -105.33561     0.25     -0.16     0.29     1 
0360322728   40.16074   -105.29615     0.40     -0.10     0.41     1 
0360322782   40.12917   -106.12418     0.34     -0.15     0.37     1 
0360322783   40.12955   -106.08475    -0.11     -0.42     0.43     1 
0360322784   40.12991   -106.04532    -0.17     -0.06     0.18     1 
0360322786   40.13060   -105.96646    -0.72      0.04     0.72     2 
0360322787   40.13092   -105.92703     0.39     -0.17     0.43     1 
0360322788   40.13123   -105.88759    -0.14     -0.48     0.50     1 
0360322789   40.13152   -105.84816    -0.32     -0.29     0.43     1 
0360322791   40.13208   -105.76929     0.17      0.36     0.40     1 
0360322793   40.13257   -105.69042    -0.07      0.09     0.11     1 
0360322796   40.13322   -105.57211    -0.17      0.28     0.33     1 
0360322798   40.13358   -105.49323     0.74     -0.06     0.74     2 
0360322799   40.13374   -105.45379     0.31     -0.10     0.32     1 
0360322800   40.13389   -105.41435    -0.00     -0.26     0.26     1 
0360322801   40.13402   -105.37492    -0.07     -0.11     0.13     1 
0360322802   40.13414   -105.33548     0.14      0.09     0.16     1 
0360322803   40.13425   -105.29604     0.23      0.02     0.23     1 
0360322856   40.10230   -106.16316     0.24      0.69     0.74     2 
0360322859   40.10343   -106.04492     0.15     -0.20     0.25     1 
0360322860   40.10378   -106.00550    -0.27     -0.01     0.27     1 
0360322863   40.10474   -105.88725     0.25     -0.27     0.37     1 
0360322864   40.10504   -105.84783     0.32     -0.25     0.41     1 
0360322865   40.10532   -105.80841     0.35      0.20     0.40     1 
0360322866   40.10559   -105.76899     0.59     -0.24     0.63     2 
0360322867   40.10584   -105.72957     0.49      0.15     0.51     2 
0360322868   40.10609   -105.69015    -0.15     -0.06     0.16     1 
0360322869   40.10631   -105.65073    -0.13      0.07     0.14     1 
0360322874   40.10725   -105.45362     0.39     -0.01     0.39     1 
0360322875   40.10740   -105.41419     0.04     -0.18     0.18     1 
0360322932   40.07621   -106.12331     0.03     -0.41     0.41     1 
0360322933   40.07658   -106.08391    -0.42     -0.44     0.61     2 
0360322934   40.07694   -106.04451     0.22     -0.36     0.42     1 
0360322935   40.07729   -106.00511     0.55     -0.21     0.58     2 
0360322938   40.07826   -105.88690    -0.01     -0.01     0.01     1 
0360322939   40.07855   -105.84750     0.09     -0.13     0.16     1 
0360322940   40.07883   -105.80810     0.39      0.25     0.46     1 
0360322941   40.07910   -105.76869     0.42      0.19     0.47     1 
0360322942   40.07936   -105.72929     0.58     -0.23     0.63     2 
0360322943   40.07960   -105.68988     0.11      0.33     0.35     1 
0360322944   40.07983   -105.65048    -0.01      0.00     0.01     1 
0360322946   40.08024   -105.57166    -0.14      0.09     0.16     1 
0360322947   40.08043   -105.53226    -0.04     -0.16     0.16     1 
0360322948   40.08060   -105.49285     0.09     -0.04     0.10     1 
0360322949   40.08077   -105.45344     0.14     -0.06     0.16     1 
0360322950   40.08091   -105.41403     0.05     -0.21     0.21     1 
0360322951   40.08105   -105.37462    -0.11     -0.04     0.12     1 
0360322952   40.08117   -105.33522     0.24     -0.09     0.25     1 
0360322972   40.08077   -104.54703    -0.02     -0.16     0.16     1 
0360323007   40.04972   -106.12288    -0.44     -0.12     0.46     1 
0360323008   40.05010   -106.08349     0.26     -0.46     0.53     2 
0360323009   40.05046   -106.04411     0.38     -0.35     0.52     2 
0360323010   40.05081   -106.00472     0.45     -0.43     0.62     2 
0360323013   40.05177   -105.88656    -0.09     -0.14     0.17     1 
0360323014   40.05207   -105.84717     0.05      0.18     0.18     1 
0360323015   40.05235   -105.80778     0.58      0.34     0.67     2 
0360323018   40.05311   -105.68962    -0.33      0.32     0.46     1 
0360323020   40.05356   -105.61083     0.02      0.02     0.03     1 
0360323021   40.05376   -105.57144    -0.05      0.24     0.24     1 
0360323022   40.05394   -105.53205     0.36      0.36     0.51     2 
0360323023   40.05412   -105.49266     0.20     -0.02     0.20     1 
0360323024   40.05428   -105.45327     0.02     -0.25     0.25     1 
0360323025   40.05443   -105.41387    -0.09     -0.11     0.14     1 
0360323026   40.05456   -105.37448     0.11      0.09     0.15     1 
0360323027   40.05468   -105.33509     0.21     -0.04     0.21     1 
0360323028   40.05479   -105.29569     0.37      0.33     0.50     1 
0360323080   40.02245   -106.20118     0.45      0.53     0.70     2 
0360323083   40.02361   -106.08307    -0.05     -0.13     0.14     1 
0360323084   40.02398   -106.04371     0.11     -0.33     0.35     1 
0360323087   40.02498   -105.92559     0.14     -0.21     0.26     1 
0360323088   40.02529   -105.88622     0.14     -0.01     0.14     1 
0360323089   40.02558   -105.84685     0.10      0.38     0.40     1 
0360323092   40.02638   -105.72872    -0.22     -0.41     0.46     1 
0360323096   40.02727   -105.57122    -0.12     -0.14     0.18     1 
0360323097   40.02746   -105.53184     0.09     -0.11     0.15     1 
0360323098   40.02763   -105.49247     0.09     -0.07     0.12     1 
0360323099   40.02779   -105.45309     0.06     -0.17     0.18     1 
0360323100   40.02794   -105.41371     0.30     -0.23     0.38     1 
0360323101   40.02807   -105.37433     0.33     -0.11     0.35     1 
0360323102   40.02819   -105.33496     0.26     -0.05     0.27     1 
0360323105   40.02847   -105.21682    -0.69     -0.16     0.71     2 
0360323106   40.02854   -105.17744    -0.57     -0.16     0.59     2 
0360323158   39.99713   -106.08266     0.01     -0.15     0.15     1 
0360323159   39.99749   -106.04330     0.17     -0.32     0.37     1 
0360323160   39.99784   -106.00395     0.54     -0.29     0.61     2 
0360323161   39.99817   -105.96459     0.60     -0.28     0.67     2 
0360323162   39.99849   -105.92523     0.19     -0.33     0.38     1 
0360323163   39.99880   -105.88588     0.38     -0.19     0.42     1 
0360323164   39.99910   -105.84652     0.43      0.33     0.55     2 
0360323167   39.99990   -105.72844     0.01      0.10     0.10     1 
0360323169   40.00037   -105.64972    -0.29      0.42     0.51     2 
0360323171   40.00078   -105.57100     0.11     -0.05     0.12     1 
0360323172   40.00097   -105.53164     0.21      0.01     0.21     1 
0360323173   40.00114   -105.49228     0.08     -0.13     0.16     1 
0360323174   40.00130   -105.45292    -0.07     -0.28     0.29     1 
0360323175   40.00145   -105.41355    -0.04     -0.35     0.35     1 
0360323176   40.00158   -105.37419     0.11     -0.05     0.12     1 
0360323177   40.00170   -105.33483     0.35     -0.06     0.35     1 
0360323178   40.00181   -105.29546     0.34      0.07     0.35     1 
0360323180   40.00198   -105.21674    -0.58     -0.16     0.60     2 
0360323233   39.97065   -106.08224     0.02     -0.12     0.13     1 
0360323234   39.97101   -106.04290     0.06     -0.12     0.13     1 
0360323236   39.97169   -105.96422     0.48     -0.36     0.60     2 
0360323237   39.97201   -105.92488     0.32     -0.48     0.58     2 
0360323238   39.97232   -105.88553     0.31     -0.04     0.32     1 
0360323239   39.97261   -105.84619     0.32     -0.02     0.32     1 
0360323241   39.97316   -105.76750     0.68     -0.11     0.69     2 
0360323242   39.97341   -105.72816     0.14     -0.07     0.16     1 
0360323243   39.97365   -105.68882     0.01     -0.11     0.11     1 
0360323244   39.97388   -105.64947    -0.07      0.06     0.09     1 
0360323245   39.97409   -105.61013     0.11      0.13     0.17     1 
0360323246   39.97429   -105.57078     0.50     -0.10     0.51     2 
0360323247   39.97448   -105.53143     0.46      0.05     0.46     1 
0360323248   39.97465   -105.49209    -0.15     -0.40     0.43     1 
0360323249   39.97481   -105.45274     0.00     -0.45     0.45     1 
0360323250   39.97496   -105.41339     0.23     -0.29     0.37     1 
0360323251   39.97510   -105.37404     0.45     -0.11     0.46     1 
0360323252   39.97521   -105.33470     0.38      0.11     0.40     1 
0360323253   39.97532   -105.29535     0.33     -0.12     0.35     1 
0360323307   39.94379   -106.12114    -0.00     -0.09     0.09     1 
0360323308   39.94416   -106.08182     0.09     -0.19     0.21     1 
0360323309   39.94452   -106.04250     0.23     -0.24     0.33     1 
0360323312   39.94552   -105.92452     0.01     -0.43     0.43     1 
0360323313   39.94583   -105.88519     0.33      0.03     0.33     1 
0360323314   39.94612   -105.84587     0.44      0.12     0.45     1 
0360323315   39.94640   -105.80654     0.79     -0.17     0.81     2 
0360323316   39.94667   -105.76721     0.68     -0.10     0.69     2 
0360323317   39.94693   -105.72788     0.32     -0.11     0.34     1 
0360323318   39.94716   -105.68855    -0.28      0.02     0.28     1 
0360323319   39.94739   -105.64922    -0.37      0.07     0.38     1 
0360323320   39.94761   -105.60989     0.17      0.18     0.25     1 
0360323321   39.94781   -105.57056     0.30      0.02     0.30     1 
0360323322   39.94799   -105.53123     0.30      0.07     0.30     1 
0360323323   39.94817   -105.49190     0.21     -0.48     0.53     2 
0360323324   39.94833   -105.45257     0.05     -0.55     0.55     2 
0360323325   39.94847   -105.41323     0.10     -0.27     0.29     1 
0360323326   39.94861   -105.37390    -0.65     -0.40     0.77     2 
0360323327   39.94873   -105.33457     0.06      0.23     0.24     1 
0360323328   39.94883   -105.29524     0.23     -0.10     0.25     1 
0360323382   39.91730   -106.12071     0.11     -0.07     0.13     1 
0360323383   39.91768   -106.08140     0.05      0.02     0.05     1 
0360323385   39.91838   -106.00279     0.36     -0.27     0.45     1 
0360323386   39.91872   -105.96347    -0.08     -0.21     0.22     1 
0360323387   39.91904   -105.92416     0.06     -0.02     0.06     1 
0360323388   39.91934   -105.88485     0.44      0.30     0.53     2 
0360323389   39.91964   -105.84554     0.61      0.27     0.67     2 
0360323390   39.91992   -105.80623     0.80     -0.04     0.80     2 
0360323391   39.92018   -105.76691     0.72     -0.05     0.73     2 
0360323393   39.92068   -105.68828    -0.49      0.01     0.49     1 
0360323394   39.92090   -105.64897    -0.43      0.11     0.44     1 
0360323395   39.92112   -105.60966    -0.36     -0.33     0.49     1 
0360323396   39.92132   -105.57034     0.03     -0.06     0.07     1 
0360323397   39.92150   -105.53102     0.10      0.06     0.12     1 
0360323398   39.92168   -105.49171     0.11     -0.21     0.24     1 
0360323399   39.92184   -105.45239     0.08     -0.39     0.40     1 
0360323400   39.92198   -105.41307     0.19     -0.13     0.23     1 
0360323403   39.92234   -105.29512     0.11      0.03     0.11     1 
0360323404   39.92244   -105.25580     0.68      0.01     0.68     2 
0360323455   39.89003   -106.19886     0.15     -0.02     0.15     1 
0360323456   39.89043   -106.15957    -0.09     -0.10     0.13     1 
0360323458   39.89119   -106.08099     0.12      0.11     0.16     1 
0360323459   39.89155   -106.04169     0.42      0.32     0.53     2 
0360323460   39.89190   -106.00240    -0.09      0.47     0.48     1 
0360323461   39.89223   -105.96310    -0.55     -0.19     0.58     2 
0360323462   39.89255   -105.92381    -0.45      0.16     0.47     1 
0360323463   39.89286   -105.88451     0.44      0.45     0.63     2 
0360323466   39.89370   -105.76662    -0.00     -0.03     0.03     1 
0360323467   39.89395   -105.72732    -0.52     -0.42     0.67     2 
0360323468   39.89419   -105.68802    -0.31      0.22     0.38     1 
0360323469   39.89442   -105.64872    -0.15      0.28     0.32     1 
0360323470   39.89463   -105.60942     0.06     -0.23     0.24     1 
0360323471   39.89483   -105.57012    -0.03      0.04     0.04     1 
0360323472   39.89502   -105.53082     0.04     -0.18     0.18     1 
0360323473   39.89519   -105.49152     0.19     -0.25     0.31     1 
0360323474   39.89535   -105.45222     0.31     -0.40     0.51     2 
0360323475   39.89550   -105.41291     0.41     -0.03     0.41     1 
0360323478   39.89586   -105.29501     0.18     -0.12     0.22     1 
0360323529   39.86314   -106.23768     0.32      0.42     0.53     2 
0360323530   39.86355   -106.19840    -0.04      0.36     0.37     1 
0360323531   39.86395   -106.15913     0.04     -0.22     0.22     1 
0360323535   39.86541   -106.00201    -0.13      0.10     0.16     1 
0360323536   39.86575   -105.96273     0.18     -0.34     0.39     1 
0360323537   39.86607   -105.92345     0.16     -0.25     0.30     1 
0360323538   39.86637   -105.88417     0.30      0.33     0.45     1 
0360323539   39.86666   -105.84489     0.61      0.42     0.74     2 
0360323540   39.86694   -105.80561     0.76      0.13     0.77     2 
0360323541   39.86721   -105.76632    -0.20      0.05     0.20     1 
0360323542   39.86746   -105.72704    -0.66     -0.00     0.66     2 
0360323543   39.86770   -105.68775    -0.08      0.15     0.16     1 
0360323544   39.86793   -105.64847    -0.11      0.24     0.27     1 
0360323545   39.86814   -105.60919     0.20      0.08     0.22     1 
0360323546   39.86834   -105.56990     0.21     -0.01     0.21     1 
0360323547   39.86853   -105.53061    -0.06     -0.12     0.14     1 
0360323548   39.86870   -105.49133     0.25     -0.28     0.37     1 
0360323549   39.86886   -105.45204     0.23     -0.28     0.36     1 
0360323550   39.86901   -105.41276     0.78     -0.05     0.78     2 
0360323553   39.86937   -105.29489     0.31     -0.10     0.32     1 
0360323555   39.86954   -105.21632     0.21     -0.43     0.48     1 
0360323558   39.86970   -105.09846     0.03      0.59     0.59     2 
0360323605   39.83707   -106.19794    -0.42      0.19     0.46     1 
0360323606   39.83747   -106.15868    -0.10     -0.06     0.12     1 
0360323607   39.83785   -106.11942     0.01      0.01     0.01     1 
0360323608   39.83822   -106.08016     0.08     -0.24     0.25     1 
0360323609   39.83858   -106.04089     0.36      0.06     0.37     1 
0360323610   39.83893   -106.00163    -0.09     -0.03     0.10     1 
0360323611   39.83926   -105.96236     0.02     -0.11     0.11     1 
0360323612   39.83958   -105.92310    -0.17      0.29     0.33     1 
0360323613   39.83989   -105.88383     0.38      0.54     0.65     2 
0360323614   39.84018   -105.84456     0.65      0.45     0.79     2 
0360323616   39.84072   -105.76603    -0.23      0.25     0.34     1 
0360323617   39.84098   -105.72676    -0.18     -0.13     0.22     1 
0360323620   39.84165   -105.60895     0.26      0.06     0.27     1 
0360323621   39.84185   -105.56968     0.24      0.09     0.26     1 
0360323622   39.84204   -105.53041     0.26     -0.13     0.29     1 
0360323623   39.84221   -105.49114     0.26     -0.36     0.44     1 
0360323624   39.84237   -105.45187     0.61     -0.20     0.64     2 
0360323629   39.84297   -105.25551    -0.02     -0.61     0.61     2 
0360323633   39.84321   -105.09842     0.26      0.46     0.53     2 
0360323678   39.80975   -106.27597     0.66     -0.02     0.66     2 
0360323679   39.81017   -106.23673     0.60      0.26     0.65     2 
0360323681   39.81098   -106.15824    -0.32      0.16     0.36     1 
0360323682   39.81137   -106.11899     0.07      0.09     0.11     1 
0360323683   39.81174   -106.07974     0.23     -0.20     0.30     1 
0360323684   39.81210   -106.04049     0.18     -0.26     0.31     1 
0360323685   39.81244   -106.00124    -0.16      0.15     0.22     1 
0360323686   39.81278   -105.96199    -0.61      0.32     0.69     2 
0360323687   39.81309   -105.92274    -0.21      0.54     0.58     2 
0360323688   39.81340   -105.88349    -0.06      0.80     0.81     2 
0360323689   39.81369   -105.84424     0.39      0.36     0.53     2 
0360323691   39.81424   -105.76573    -0.72      0.08     0.73     2 
0360323692   39.81449   -105.72648     0.22     -0.44     0.49     1 
0360323693   39.81473   -105.68723     0.25     -0.00     0.25     1 
0360323694   39.81495   -105.64797     0.56     -0.01     0.56     2 
0360323695   39.81517   -105.60872     0.42      0.23     0.48     1 
0360323696   39.81536   -105.56946     0.44      0.24     0.50     2 
0360323697   39.81555   -105.53021     0.32     -0.13     0.34     1 
0360323698   39.81572   -105.49095     0.36     -0.34     0.49     1 
0360323699   39.81588   -105.45170     0.47      0.05     0.47     1 
0360323700   39.81603   -105.41244     0.51      0.32     0.60     2 
0360323702   39.81628   -105.33392     0.30     -0.13     0.33     1 
0360323703   39.81639   -105.29467     0.22     -0.16     0.27     1 
0360323704   39.81648   -105.25541    -0.05     -0.32     0.32     1 
0360323714   39.81668   -104.86283    -0.08     -0.28     0.29     1 
0360323753   39.78326   -106.27548     0.29      0.53     0.60     2 
0360323754   39.78369   -106.23625     0.60     -0.07     0.60     2 
0360323755   39.78410   -106.19702     0.67     -0.30     0.74     2 
0360323758   39.78525   -106.07933     0.02      0.28     0.28     1 
0360323759   39.78561   -106.04009     0.01      0.04     0.05     1 
0360323760   39.78596   -106.00086     0.07      0.07     0.10     1 
0360323761   39.78629   -105.96162    -0.53      0.16     0.56     2 
0360323762   39.78661   -105.92239    -0.53      0.57     0.78     2 
0360323763   39.78691   -105.88315     0.26      0.55     0.61     2 
0360323764   39.78721   -105.84392     0.67      0.13     0.68     2 
0360323765   39.78748   -105.80468     0.13      0.04     0.14     1 
0360323766   39.78775   -105.76544    -0.53      0.15     0.55     2 
0360323767   39.78800   -105.72620    -0.19      0.31     0.36     1 
0360323768   39.78824   -105.68696     0.08      0.16     0.18     1 
0360323769   39.78847   -105.64772     0.29     -0.22     0.37     1 
0360323770   39.78868   -105.60849     0.81      0.04     0.81     2 
0360323771   39.78888   -105.56924     0.32     -0.06     0.32     1 
0360323772   39.78906   -105.53000     0.09     -0.12     0.15     1 
