==============================================================================
==============================================================================
Fri. Feb. 12 2016                  LANDSAT 2                       Time: 13:09
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 9991602120001_14199                          Path / Row - 36 / 32
Reference Image: L21XXX1175190170101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 54.1%
Rank   2 -- 42.0%
Rank   3 --  3.9%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0360322802   40.20887   -105.45570     0.16     -0.15     0.22     1 
0360322803   40.20902   -105.41693     0.13      0.02     0.13     1 
0360322804   40.20915   -105.37815    -0.21      0.08     0.22     1 
0360322805   40.20927   -105.33937     0.04      0.15     0.16     1 
0360322806   40.20938   -105.30059     0.13      0.24     0.27     1 
0360322810   40.20968   -105.14548    -0.38     -0.25     0.45     1 
0360322814   40.20977   -104.99036    -0.01     -0.06     0.06     1 
0360322857   40.17674   -106.23067    -0.71     -0.72     1.01     3 
0360322858   40.17715   -106.19192    -0.46     -0.63     0.78     2 
0360322859   40.17754   -106.15317    -0.49     -0.64     0.80     2 
0360322863   40.17898   -105.99815     0.25     -0.39     0.46     1 
0360322865   40.17962   -105.92064    -0.03     -0.00     0.03     1 
0360322868   40.18049   -105.80437    -0.84      0.06     0.84     2 
0360322876   40.18223   -105.49429    -0.25      0.19     0.32     1 
0360322877   40.18238   -105.45553     0.12     -0.14     0.18     1 
0360322879   40.18267   -105.37800     0.37     -0.22     0.43     1 
0360322880   40.18278   -105.33924    -0.08      0.04     0.09     1 
0360322881   40.18289   -105.30048    -0.05      0.13     0.14     1 
0360322885   40.18319   -105.14542    -0.48     -0.21     0.52     2 
0360322904   40.18177   -104.40893     0.88      0.35     0.95     2 
0360322938   40.15250   -105.99777    -0.14     -0.00     0.14     1 
0360322939   40.15282   -105.95903    -0.87     -0.06     0.87     2 
0360322940   40.15314   -105.92028    -0.14     -0.15     0.21     1 
0360322941   40.15344   -105.88154    -0.33     -0.69     0.76     2 
0360322942   40.15373   -105.84280    -1.01     -0.12     1.02     3 
0360322943   40.15400   -105.80406    -0.96      0.20     0.98     2 
0360322944   40.15426   -105.76531    -0.39     -0.12     0.41     1 
0360322945   40.15451   -105.72657     0.52     -0.33     0.61     2 
0360322951   40.15574   -105.49410    -0.11     -0.04     0.11     1 
0360322952   40.15590   -105.45535    -0.07     -0.12     0.14     1 
0360322953   40.15604   -105.41660    -0.03     -0.18     0.19     1 
0360322954   40.15618   -105.37785     0.21     -0.19     0.28     1 
0360322955   40.15630   -105.33911    -0.17     -0.19     0.25     1 
0360322956   40.15640   -105.30036    -0.28     -0.29     0.40     1 
0360323012   40.12567   -106.03610    -0.27     -0.00     0.27     1 
0360323016   40.12695   -105.88120    -0.11     -0.50     0.51     2 
0360323017   40.12724   -105.84247     0.07     -0.50     0.50     2 
0360323018   40.12752   -105.80375    -0.63     -0.12     0.64     2 
0360323020   40.12803   -105.72629    -0.53      0.00     0.53     2 
0360323021   40.12826   -105.68756    -0.58     -0.14     0.60     2 
0360323022   40.12849   -105.64883    -0.07     -0.18     0.19     1 
0360323026   40.12925   -105.49390     0.01     -0.01     0.01     1 
0360323027   40.12941   -105.45517    -0.02     -0.20     0.21     1 
0360323028   40.12956   -105.41644    -0.02     -0.19     0.19     1 
0360323029   40.12969   -105.37771    -0.17     -0.03     0.17     1 
0360323030   40.12981   -105.33898    -0.01     -0.15     0.15     1 
0360323031   40.12992   -105.30024    -0.07     -0.19     0.21     1 
0360323084   40.09809   -106.15183    -0.45     -0.13     0.47     1 
0360323087   40.09919   -106.03570    -0.03     -0.23     0.23     1 
0360323091   40.10047   -105.88086     0.19     -0.29     0.35     1 
0360323092   40.10075   -105.84215    -0.18     -0.18     0.25     1 
0360323093   40.10103   -105.80343    -0.45     -0.14     0.47     1 
0360323094   40.10129   -105.76472    -0.49     -0.42     0.65     2 
0360323095   40.10154   -105.72601    -0.65      0.24     0.69     2 
0360323097   40.10200   -105.64858     0.28      0.07     0.29     1 
0360323102   40.10292   -105.45500    -0.18     -0.29     0.34     1 
0360323103   40.10307   -105.41628     0.00     -0.21     0.21     1 
0360323104   40.10320   -105.37756    -0.20     -0.03     0.20     1 
0360323105   40.10332   -105.33884    -0.11     -0.17     0.20     1 
0360323106   40.10343   -105.30013    -0.02     -0.16     0.16     1 
0360323160   40.07198   -106.11269    -0.74     -0.61     0.96     2 
0360323161   40.07235   -106.07399    -0.25     -0.24     0.34     1 
0360323162   40.07270   -106.03530     0.21     -0.10     0.23     1 
0360323163   40.07304   -105.99661    -0.10      0.14     0.17     1 
0360323166   40.07398   -105.88052    -0.17      0.12     0.21     1 
0360323167   40.07427   -105.84182    -0.40     -0.13     0.42     1 
0360323168   40.07455   -105.80312    -0.36     -0.16     0.39     1 
0360323171   40.07529   -105.68703     0.44      0.21     0.49     1 
0360323172   40.07551   -105.64832     0.38     -0.03     0.38     1 
0360323173   40.07572   -105.60962    -0.18      0.14     0.23     1 
0360323176   40.07628   -105.49352    -0.26     -0.36     0.45     1 
0360323177   40.07644   -105.45482    -0.11     -0.27     0.29     1 
0360323178   40.07658   -105.41612    -0.15     -0.11     0.19     1 
0360323179   40.07671   -105.37741    -0.36      0.07     0.37     1 
0360323180   40.07683   -105.33871    -0.19     -0.33     0.38     1 
0360323181   40.07694   -105.30001     0.06     -0.23     0.24     1 
0360323236   40.04587   -106.07358    -0.02     -0.21     0.21     1 
0360323237   40.04622   -106.03490    -0.02     -0.33     0.33     1 
0360323241   40.04750   -105.88018    -0.24     -0.07     0.25     1 
0360323242   40.04778   -105.84149    -0.34     -0.16     0.37     1 
0360323251   40.04979   -105.49333    -0.21     -0.18     0.28     1 
0360323252   40.04995   -105.45464    -0.16     -0.35     0.38     1 
0360323253   40.05009   -105.41596    -0.32     -0.06     0.33     1 
0360323254   40.05023   -105.37727    -0.20      0.00     0.20     1 
0360323255   40.05035   -105.33858    -0.33     -0.37     0.49     1 
0360323256   40.05045   -105.29989    -0.05     -0.24     0.24     1 
0360323307   40.01785   -106.22782    -0.60     -0.36     0.70     2 
0360323308   40.01825   -106.18915    -0.75      0.04     0.75     2 
0360323311   40.01938   -106.07316    -0.43      0.09     0.44     1 
0360323312   40.01973   -106.03450    -0.26     -0.24     0.35     1 
0360323314   40.02040   -105.95717     0.70     -0.09     0.70     2 
0360323315   40.02071   -105.91850    -0.06      0.02     0.06     1 
0360323316   40.02101   -105.87984    -0.45      0.24     0.51     2 
0360323317   40.02130   -105.84117    -0.58     -0.04     0.58     2 
0360323318   40.02157   -105.80250    -0.11     -0.01     0.11     1 
0360323327   40.02346   -105.45447    -0.09     -0.34     0.36     1 
0360323328   40.02361   -105.41580    -0.06     -0.15     0.16     1 
0360323329   40.02374   -105.37712    -0.02     -0.30     0.30     1 
0360323330   40.02386   -105.33845    -0.32     -0.37     0.48     1 
0360323334   40.02421   -105.18376    -0.44     -0.46     0.64     2 
0360323351   40.02338   -104.52631     0.10     -0.17     0.20     1 
0360323382   39.99136   -106.22734     0.32     -0.01     0.32     1 
0360323386   39.99290   -106.07275    -0.51     -0.01     0.51     2 
0360323387   39.99325   -106.03410    -0.42     -0.05     0.42     1 
0360323388   39.99359   -105.99545    -0.78      0.08     0.78     2 
0360323389   39.99391   -105.95680    -0.60      0.08     0.60     2 
0360323390   39.99423   -105.91815     0.03      0.03     0.05     1 
0360323391   39.99453   -105.87950    -0.37     -0.04     0.37     1 
0360323392   39.99481   -105.84084    -0.65      0.14     0.66     2 
0360323393   39.99509   -105.80219    -0.19      0.04     0.20     1 
0360323394   39.99535   -105.76354    -0.06     -0.01     0.06     1 
0360323401   39.99681   -105.49295    -0.04      0.02     0.05     1 
0360323402   39.99697   -105.45429    -0.08     -0.29     0.30     1 
0360323403   39.99712   -105.41563    -0.40     -0.31     0.51     2 
0360323404   39.99725   -105.37698    -0.30     -0.30     0.43     1 
0360323405   39.99737   -105.33832    -0.17     -0.46     0.49     1 
0360323406   39.99748   -105.29966    -0.13     -0.09     0.16     1 
0360323408   39.99765   -105.22235    -0.54     -0.26     0.60     2 
0360323426   39.99690   -104.52650    -0.99      0.28     1.03     3 
0360323460   39.96605   -106.11097    -0.13      0.25     0.28     1 
0360323461   39.96641   -106.07233    -0.53      0.08     0.54     2 
0360323462   39.96677   -106.03370    -0.58      0.14     0.59     2 
0360323466   39.96804   -105.87916    -0.44      0.12     0.45     1 
0360323467   39.96833   -105.84052    -0.30      0.02     0.30     1 
0360323468   39.96860   -105.80188    -0.43     -0.08     0.44     1 
0360323469   39.96886   -105.76324    -0.38      0.12     0.39     1 
0360323472   39.96957   -105.64732    -0.62     -0.04     0.62     2 
0360323474   39.96997   -105.57004    -0.04     -0.19     0.19     1 
0360323476   39.97033   -105.49276    -0.48     -0.70     0.85     2 
0360323477   39.97048   -105.45412    -0.24     -0.29     0.38     1 
0360323478   39.97063   -105.41547    -0.31     -0.20     0.37     1 
0360323479   39.97076   -105.37683    -1.03     -0.04     1.03     3 
0360323480   39.97088   -105.33819     0.08     -0.19     0.21     1 
0360323481   39.97099   -105.29955    -0.14     -0.12     0.19     1 
0360323534   39.93919   -106.14916    -0.71      0.56     0.90     2 
0360323535   39.93957   -106.11054    -0.38      0.06     0.38     1 
0360323542   39.94184   -105.84019    -0.57     -0.00     0.57     2 
0360323543   39.94211   -105.80157    -0.29     -0.17     0.34     1 
0360323544   39.94237   -105.76295    -0.33      0.17     0.37     1 
0360323545   39.94262   -105.72432    -0.23      0.27     0.36     1 
0360323546   39.94286   -105.68570    -0.41      0.12     0.42     1 
0360323547   39.94308   -105.64707    -0.83      0.21     0.85     2 
0360323549   39.94348   -105.56982    -0.43      0.25     0.50     1 
0360323550   39.94367   -105.53119    -0.53     -0.09     0.54     2 
0360323551   39.94384   -105.49257    -0.25     -0.31     0.40     1 
0360323552   39.94400   -105.45394    -0.29     -0.30     0.42     1 
0360323553   39.94414   -105.41531    -0.38     -0.09     0.39     1 
0360323555   39.94439   -105.33806    -0.81      0.21     0.83     2 
0360323609   39.91271   -106.14872    -0.85      0.28     0.89     2 
0360323610   39.91308   -106.11011    -0.48      0.23     0.54     2 
0360323617   39.91535   -105.83987    -0.56     -0.02     0.56     2 
0360323618   39.91563   -105.80126    -0.31      0.02     0.32     1 
0360323619   39.91589   -105.76265    -0.37      0.13     0.39     1 
0360323621   39.91637   -105.68543    -0.61      0.28     0.67     2 
0360323622   39.91659   -105.64682    -0.68     -0.07     0.68     2 
0360323625   39.91718   -105.53099    -0.52      0.02     0.52     2 
0360323626   39.91735   -105.49238    -0.23     -0.13     0.26     1 
0360323627   39.91751   -105.45377    -0.29     -0.12     0.31     1 
0360323630   39.91790   -105.33793    -0.25     -0.26     0.36     1 
0360323631   39.91801   -105.29932    -0.36      0.00     0.36     1 
0360323679   39.88415   -106.34121    -1.06     -0.23     1.09     3 
0360323681   39.88502   -106.26404    -0.65     -0.13     0.67     2 
0360323696   39.88988   -105.68517    -0.46      0.45     0.64     2 
0360323697   39.89010   -105.64657    -0.45      0.40     0.60     2 
0360323700   39.89069   -105.53079    -0.34     -0.08     0.35     1 
0360323701   39.89086   -105.49219    -0.19     -0.05     0.19     1 
0360323702   39.89102   -105.45359    -0.26     -0.08     0.27     1 
0360323703   39.89116   -105.41499    -0.40     -0.09     0.41     1 
0360323704   39.89130   -105.37640    -0.45     -0.16     0.47     1 
0360323705   39.89142   -105.33780    -0.15     -0.20     0.25     1 
0360323706   39.89152   -105.29920     0.00     -0.17     0.17     1 
0360323755   39.85811   -106.30212    -0.44     -0.25     0.51     2 
0360323756   39.85854   -106.26355    -0.58      0.16     0.60     2 
0360323768   39.86265   -105.80065    -0.73     -0.49     0.88     2 
0360323771   39.86339   -105.68491    -0.49      0.35     0.60     2 
0360323776   39.86437   -105.49200    -0.16      0.02     0.16     1 
0360323777   39.86453   -105.45342    -0.49     -0.08     0.49     1 
0360323778   39.86467   -105.41483    -0.01     -0.05     0.05     1 
0360323779   39.86481   -105.37625    -0.20     -0.19     0.28     1 
0360323780   39.86493   -105.33767    -0.44     -0.02     0.44     1 
0360323781   39.86503   -105.29909    -0.30     -0.04     0.31     1 
0360323786   39.86537   -105.10617    -0.41      0.21     0.46     1 
0360323831   39.83205   -106.26306     0.69     -0.13     0.70     2 
0360323836   39.83399   -106.07027    -0.50     -0.10     0.51     2 
0360323843   39.83617   -105.80034    -0.51     -0.21     0.55     2 
0360323852   39.83804   -105.45324    -0.36     -0.07     0.37     1 
0360323855   39.83844   -105.33754    -0.29      0.04     0.30     1 
0360323856   39.83854   -105.29897    -0.36     -0.06     0.36     1 
0360323906   39.80557   -106.26258    -0.58      0.08     0.58     2 
0360323907   39.80598   -106.22404    -0.15      0.12     0.19     1 
0360323912   39.80786   -106.03132    -0.72     -0.27     0.77     2 
0360323918   39.80968   -105.80003    -0.79      0.09     0.79     2 
0360323919   39.80994   -105.76148    -0.56      0.38     0.67     2 
0360323921   39.81042   -105.68438    -0.39      0.48     0.61     2 
0360323922   39.81064   -105.64583    -0.24      0.31     0.39     1 
0360323923   39.81085   -105.60728    -0.29      0.24     0.38     1 
0360323924   39.81104   -105.56873    -0.25      0.05     0.26     1 
0360323930   39.81195   -105.33741    -0.21      0.43     0.48     1 
0360323993   39.78319   -105.79972    -0.44      0.18     0.47     1 
0360323994   39.78345   -105.76119    -0.88      0.44     0.98     2 
0360323995   39.78370   -105.72265    -0.66      0.65     0.92     2 
0360323997   39.78415   -105.64558    -0.50      0.09     0.51     2 
0360323999   39.78456   -105.56851    -0.46     -0.04     0.46     1 
0360324072   39.75766   -105.64533    -0.15     -0.10     0.18     1 
0360324077   39.75858   -105.45272    -0.50      0.06     0.51     2 
0360324134   39.72731   -106.14563    -0.37      0.38     0.53     2 
0360324138   39.72873   -105.99163    -0.22      0.22     0.31     1 
0360324145   39.73072   -105.72210     0.73     -0.32     0.80     2 
0360324146   39.73096   -105.68359     0.35     -0.43     0.55     2 
0360324147   39.73118   -105.64509    -0.42      0.11     0.44     1 
0360324152   39.73209   -105.45255    -0.42      0.10     0.43     1 
0360324153   39.73223   -105.41404    -0.17     -0.20     0.26     1 
0360324209   39.70083   -106.14520    -0.03      0.77     0.77     2 
0360324221   39.70447   -105.68333     0.25      0.15     0.29     1 
0360324222   39.70469   -105.64484    -0.34      0.17     0.38     1 
0360324227   39.70560   -105.45238    -0.07     -0.06     0.09     1 
0360324228   39.70574   -105.41388     0.20     -0.21     0.29     1 
0360324229   39.70587   -105.37539     0.08     -0.26     0.27     1 
0360324284   39.67435   -106.14476    -0.36      0.74     0.82     2 
0360324297   39.67820   -105.64459     0.07      0.37     0.38     1 
0360324303   39.67925   -105.41372    -0.15      0.15     0.21     1 
0360324304   39.67938   -105.37524     0.13     -0.29     0.31     1 
0360324306   39.67961   -105.29828    -0.06     -0.03     0.07     1 
0360324354   39.64581   -106.33659     0.15      0.30     0.33     1 
0360324355   39.64624   -106.29814     0.22     -0.28     0.36     1 
0360324378   39.65276   -105.41357    -0.04      0.21     0.21     1 
0360324379   39.65289   -105.37510     0.04     -0.03     0.05     1 
0360324380   39.65301   -105.33664     0.03      0.03     0.05     1 
0360324381   39.65311   -105.29817     0.08      0.02     0.08     1 
0360324382   39.65321   -105.25970     0.01      0.27     0.27     1 
0360324436   39.62211   -106.06700    -0.37      0.23     0.43     1 
0360324437   39.62245   -106.02856     0.23      0.65     0.69     2 
0360324447   39.62522   -105.64410    -0.81      0.61     1.01     3 
0360324452   39.62613   -105.45186     0.33     -0.05     0.33     1 
0360324453   39.62627   -105.41341     0.20      0.11     0.23     1 
0360324454   39.62640   -105.37496    -0.00      0.18     0.18     1 
0360324455   39.62652   -105.33651    -0.08      0.01     0.08     1 
0360324456   39.62662   -105.29806     0.05      0.00     0.05     1 
0360324457   39.62672   -105.25960     0.11      0.14     0.18     1 
0360324458   39.62680   -105.22115     0.05      0.13     0.15     1 
0360324512   39.59597   -106.02817    -0.04      0.48     0.48     1 
0360324513   39.59630   -105.98974     0.01      0.39     0.39     1 
0360324527   39.59964   -105.45168     0.20      0.03     0.20     1 
0360324528   39.59978   -105.41325     0.16     -0.04     0.16     1 
0360324529   39.59991   -105.37481     0.13      0.19     0.23     1 
0360324530   39.60003   -105.33638     0.11      0.04     0.12     1 
0360324531   39.60014   -105.29794     0.32      0.08     0.33     1 
0360324532   39.60023   -105.25951     0.12      0.16     0.20     1 
0360324533   39.60031   -105.22107     0.11      0.09     0.15     1 
0360324583   39.56802   -106.18143     0.51      0.00     0.51     2 
0360324586   39.56914   -106.06619     0.36      0.15     0.39     1 
0360324587   39.56948   -106.02778     0.14      0.45     0.47     1 
0360324588   39.56981   -105.98936    -0.09      0.39     0.40     1 
0360324595   39.57179   -105.72045    -0.25      0.35     0.43     1 
0360324600   39.57283   -105.52835    -0.49      0.37     0.62     2 
0360324601   39.57299   -105.48993     0.04      0.19     0.19     1 
0360324602   39.57315   -105.45151    -0.02      0.01     0.02     1 
0360324603   39.57329   -105.41309     0.14      0.09     0.17     1 
0360324604   39.57342   -105.37467     0.16      0.17     0.24     1 
0360324605   39.57354   -105.33625     0.31     -0.03     0.32     1 
0360324606   39.57364   -105.29783     0.48      0.17     0.51     2 
0360324607   39.57374   -105.25941     0.22      0.16     0.27     1 
0360324608   39.57382   -105.22098     0.14     -0.11     0.18     1 
0360324668   39.54480   -105.79698     0.26      0.04     0.26     1 
0360324672   39.54575   -105.64337    -0.07      0.20     0.21     1 
0360324673   39.54596   -105.60496     0.97     -0.13     0.98     2 
0360324676   39.54650   -105.48975    -0.05     -0.07     0.09     1 
0360324677   39.54666   -105.45134     0.04     -0.07     0.08     1 
0360324678   39.54680   -105.41294     0.21     -0.04     0.21     1 
0360324679   39.54693   -105.37453     0.19      0.03     0.19     1 
0360324680   39.54705   -105.33612     0.37      0.02     0.37     1 
0360324681   39.54715   -105.29771     0.46      0.17     0.49     1 
0360324682   39.54725   -105.25931     0.39      0.20     0.43     1 
0360324683   39.54733   -105.22090     0.22      0.00     0.22     1 
0360324684   39.54739   -105.18249     0.50     -0.55     0.74     2 
0360324687   39.54752   -105.06727    -0.47      0.10     0.48     1 
0360324743   39.51831   -105.79668     0.31      0.48     0.58     2 
0360324745   39.51882   -105.71990     0.68      0.27     0.73     2 
0360324747   39.51926   -105.64312     0.17      0.69     0.71     2 
0360324752   39.52017   -105.45117     0.26     -0.03     0.26     1 
0360324753   39.52031   -105.41278     0.26     -0.12     0.28     1 
0360324754   39.52044   -105.37439     0.20     -0.02     0.20     1 
0360324756   39.52066   -105.29760     0.65      0.08     0.66     2 
0360324757   39.52076   -105.25921     0.35      0.20     0.40     1 
0360324758   39.52083   -105.22082     0.26     -0.02     0.26     1 
0360324759   39.52090   -105.18242     0.17     -0.12     0.20     1 
0360324760   39.52096   -105.14403     0.51     -0.25     0.57     2 
0360324827   39.49368   -105.45100     0.69     -0.09     0.69     2 
0360324828   39.49382   -105.41262     0.56      0.06     0.56     2 
0360324829   39.49395   -105.37424     0.43     -0.07     0.44     1 
0360324830   39.49407   -105.33587     0.43      0.07     0.43     1 
0360324831   39.49417   -105.29749     0.51      0.22     0.56     2 
0360324832   39.49426   -105.25911     0.50     -0.05     0.51     2 
0360324833   39.49434   -105.22073     0.56     -0.06     0.57     2 
0360324834   39.49441   -105.18236     0.26     -0.08     0.27     1 
0360324835   39.49446   -105.14398     0.84     -0.39     0.92     2 
0360324902   39.46719   -105.45083     0.66     -0.06     0.66     2 
0360324903   39.46733   -105.41246     0.72      0.04     0.72     2 
0360324904   39.46746   -105.37410     0.77     -0.21     0.79     2 
0360324905   39.46758   -105.33574     0.81     -0.06     0.81     2 
0360324906   39.46768   -105.29738     0.58      0.19     0.61     2 
0360324907   39.46777   -105.25901     0.49     -0.00     0.49     1 
0360324908   39.46785   -105.22065     0.51     -0.08     0.52     2 
0360324909   39.46792   -105.18229     0.48     -0.17     0.51     2 
0360324910   39.46797   -105.14392     0.55     -0.36     0.66     2 
0360324977   39.44070   -105.45066     0.93     -0.12     0.94     2 
0360324978   39.44084   -105.41231     0.75     -0.09     0.75     2 
0360324980   39.44109   -105.33561     0.69      0.04     0.69     2 
0360324981   39.44119   -105.29726     0.41      0.08     0.42     1 
0360324982   39.44128   -105.25892     0.53     -0.04     0.53     2 
0360324983   39.44136   -105.22057     0.58     -0.14     0.59     2 
0360324984   39.44143   -105.18222     0.68     -0.15     0.70     2 
0360324985   39.44148   -105.14387     0.57     -0.29     0.63     2 
0360324986   39.44152   -105.10552     0.30     -0.36     0.47     1 
0360325054   39.41448   -105.37382     0.84      0.03     0.84     2 
0360325055   39.41459   -105.33549     0.70      0.16     0.72     2 
0360325056   39.41470   -105.29715     0.90      0.11     0.91     2 
0360325057   39.41479   -105.25882     0.54      0.21     0.58     2 
0360325058   39.41487   -105.22048     0.57      0.06     0.57     2 
0360325059   39.41494   -105.18215     0.72     -0.08     0.72     2 
0360325060   39.41499   -105.14381     0.54     -0.10     0.55     2 
0360325061   39.41503   -105.10548     0.50     -0.35     0.61     2 
0360325133   39.38838   -105.22040     0.48      0.13     0.50     1 
0360325134   39.38844   -105.18208     0.77     -0.03     0.78     2 
0360325136   39.38854   -105.10544     0.67     -0.38     0.77     2 
0360325137   39.38857   -105.06712     0.70     -0.41     0.81     2 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 281

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.359
  Median: 0.391
  Standard Deviation: 0.418

Sample residual statistics:
  Mean: 0.182
  Median: 0.189
  Standard Deviation: 0.275

Quadrant RMSE: 0.642

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 52

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.012
  Median: -0.012
  Standard Deviation: 0.536

Sample residual statistics:
  Mean: 0.081
  Median: 0.043
  Standard Deviation: 0.283

Quadrant RMSE: 0.611

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 281

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.193
  Median: -0.208
  Standard Deviation: 0.353

Sample residual statistics:
  Mean: -0.027
  Median: -0.038
  Standard Deviation: 0.262

Quadrant RMSE: 0.480

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 72

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.329
  Median: 0.429
  Standard Deviation: 0.374

Sample residual statistics:
  Mean: -0.032
  Median: -0.000
  Standard Deviation: 0.187

Quadrant RMSE: 0.533

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 686

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: 0.102
  Median: 0.103
  Standard Deviation: 0.478

Sample residual statistics:
  Mean: 0.066
  Median: 0.046
  Standard Deviation: 0.281

Scene RMSE: 0.567

